upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-1890	miuiadmin	05c87b3e933fb6094479ab5827735960fbce7c01	review	ready	review	review	-	review	review	additions=90,deletions=5,files=2
pr-1889	miuiadmin	74f6765eb17cdade37bfb745c225bf76add4de94	review	ready	review	review	-	review	review	additions=115,deletions=0,files=2
pr-1886	ZJUFangzh	736fcc7831327e882ec8722e9280a2fbbe2b1d3c	review	ready	review	review	-	review	review	additions=238,deletions=98,files=7
pr-1885	Metaphorme	d5b78a3e33fbb217cdad46366a5eee3217796863	review	merge-unstable	review	review	-	review-large	review	additions=1301,deletions=96,files=21
pr-1881	miuiadmin	257cee4310b22867aa39e34f1b209bb7f66758e9	review	checks-failed	review	review	-	review	review	additions=364,deletions=11,files=13
pr-1880	ncchinh	f70e1582260c7a46938145b365020be59d400c48	review	ready	review	review	-	review	review	additions=797,deletions=18,files=17
pr-1879	Metaphorme	4ae75848d7fcb31417f6747dffb4d9f367f05df3	review	checks-failed	review	review	-	review-large	review	additions=1239,deletions=73,files=25
pr-1878	miuiadmin	c3d2198632177b4df577dee6521f740537fbcc07	review	checks-failed	review	review	-	review	review	additions=675,deletions=11,files=15
pr-1877	miuiadmin	3351b6d213bfe033a271ae32a2cfa382b922add2	review	ready	review	review	-	review	review	additions=115,deletions=1,files=2
pr-1876	creeep123	a16cd59c60035241150e43548d6f447190c16b3a	review	merge-unstable	review	review	-	review	review	additions=71,deletions=4,files=2
pr-1875	creeep123	1ea30933c68456c3c62ac26eec0af0119248f4a3	review	ready	review	review	-	review	review	additions=158,deletions=1,files=4
pr-1873	MiroVanDyro	350713a0c0ce80833d9b8a6f2ce688cfedb795e6	review	ready	review	review	-	review-large	review	additions=1664,deletions=13,files=34
pr-1871	miuiadmin	d2a0e7c1b654aa09a469f7460a40a8ae88b7283c	review	merge-unstable	review	review	-	review	review	additions=927,deletions=36,files=8
pr-1869	sharadvc	fe68899a6a78accf76706395713c4c787ec2b2e9	review	ready	review	review	-	review	review	additions=80,deletions=6,files=2
pr-1867	heavygee	50cfa158ac51ff3ca64b63096b977a01cce8c48a	review	merge-unstable	review	review	-	review	review	additions=9,deletions=8,files=1
pr-1852	techotaku39	2ce3e22c5033cbdf837c6bea302b8e8001d7a501	review	merge-unstable	review	review	-	review-huge	review	additions=9152,deletions=671,files=202
pr-1849	techotaku39	0ced990364d32ec522a86211e6828e8df82426ee	review	ready	review	review	-	review	review	additions=183,deletions=21,files=8
pr-1844	miuiadmin	bb24e6b6254b1f210703a7e024bd5a6e0f44e31c	review	ready	review	review	-	review	review	additions=229,deletions=3,files=4
pr-1838	luodeb	f33c573efb81495b3c27b09a33678bdb28d0fd4e	review	ready	review	review	-	review-huge	review	additions=5209,deletions=25,files=45
pr-1836	swear01	3fe0ec5072c41f0445e13f63f822c278d0095054	carry	merge-dirty	review	review	-	review-large	review	additions=587,deletions=29,files=29
pr-1831	luodeb	0ab08bfca124dc75e2c6b3671f2feb2cd0759565	review	ready	review	review	-	review	review	additions=419,deletions=72,files=7
pr-1826	luodeb	2317b3328b5f65ce374349e3fbf4250048d73d9e	review	ready	review	review	-	review	review	additions=88,deletions=4,files=3
pr-1825	heavygee	1873d55a0ca3050362fd00c558180065ecbb3d42	review	ready	review	review	-	review	review	additions=736,deletions=352,files=19
pr-1822	swear01	5b78b7313f110bdbb54f47a5a6c0045d461ad0ee	carry	merge-dirty	review	review	-	review	review	additions=552,deletions=85,files=16
pr-1816	HongChenGG	9f8a4afb86600d91f6b931a2f3837dbff765c021	review	ready	review	review	-	review	review	additions=15,deletions=0,files=1
pr-1801	techotaku39	dfd8df6d298272d8556b30d06364471551aca48a	review	ready	review	review	-	review	review	additions=266,deletions=44,files=6
pr-1798	techotaku39	5e6a9057f25a3cf2b66ecd1fe6f43617ae785f61	review	merge-unstable	review	review	-	review	review	additions=162,deletions=30,files=6
pr-1797	techotaku39	14df9508dd684702ec5368161e2943b72dab2b1e	review	ready	review	review	-	review	review	additions=101,deletions=6,files=2
pr-1793	heavygee	a2f8f3a8298ea4a82c08d721696027c9a6a0e415	review	ready	review	review	-	review	review	additions=60,deletions=12,files=5
pr-1791	techotaku39	3e0cc2660a1a251852ca5e363457d26883dae0fe	review	ready	review	review	-	review-large	review	additions=1576,deletions=10,files=15
pr-1788	techotaku39	b76e0dc1d0a90d5ff76e40b390ccdfc988ea4518	review	ready	review	review	-	review-huge	review	additions=4118,deletions=12,files=40
pr-1787	techotaku39	7771ed305317ee964ae21a8fa468db24a060e239	review	ready	review	review	-	review-large	review	additions=2857,deletions=3,files=19
pr-1778	techotaku39	d4f2d098aa5e23e24697dfb05a80bd0b023d294d	review	ready	review	review	-	review	review	additions=627,deletions=41,files=18
pr-1772	techotaku39	b7c5961d5786d576076124f3efd842e3e8c0463e	review	ready	review	review	-	review-large	review	additions=1659,deletions=296,files=34
pr-1771	swear01	95558c3a3b61486d48217b5fc8caa627cff3de68	carry	merge-dirty	review	review	-	review-huge	review	additions=6193,deletions=3243,files=197
pr-1762	heavygee	30b531a4f494b1df058f14e75e3d04e2318e471c	review	draft	review	review	-	review-huge	review	additions=6483,deletions=282,files=77
pr-1758	techotaku39	b9c69bd2194cfc24211b48ef6afac8b477fe23f5	review	ready	review	review	-	review	review	additions=717,deletions=56,files=14
pr-1753	heavygee	d5fa8963fa91b825a04af6532a9d870dbd466088	review	ready	review	review	-	review	review	additions=418,deletions=9,files=11
pr-1747	wu736139669	a8e8d6e91b8c6f8a8b3495fb6ba214cdc8594eb6	review	merge-dirty	review	review	-	review	review	additions=253,deletions=58,files=9
pr-1738	heavygee	5a695fbd1bd367fe15835f9f9742cc37fe9fc160	review	ready	review	review	-	review	review	additions=603,deletions=59,files=12
pr-1733	heavygee	ef4636a9fa07932dabaeec76a6e8263d21bfdd78	review	merge-dirty	review	review	-	review	review	additions=248,deletions=0,files=5
pr-1729	techotaku39	f04288cacaae35ee2c50b381bc4db5604eb03f80	review	ready	review	review	-	review	review	additions=303,deletions=8,files=2
pr-1728	techotaku39	7a93bb406734417589da0be5d344161cdd0723b9	review	ready	review	review	-	review	review	additions=13,deletions=100,files=6
pr-1727	techotaku39	51084ca52b89d0627c7606200ad39ae5121d447a	review	ready	review	review	-	review-large	review	additions=1078,deletions=13,files=16
pr-1726	techotaku39	32d49896062b1a463815fee1614feb503b8d9cee	review	ready	review	review	-	review	review	additions=55,deletions=2,files=3
pr-1725	heavygee	fa9a3dbaa757574260607dde3e09cfd78c833f83	review	ready	review	review	-	review	review	additions=192,deletions=7,files=5
pr-1722	techotaku39	694c7e0cefaad5baeeed3d01ba08b072ab186f2a	review	ready	review	review	-	review	review	additions=475,deletions=35,files=13
pr-1721	Zwanan-github	02840df43b4f07bbb8ce60ea55264199287dd295	review	ready	review	review	-	review	review	additions=167,deletions=17,files=9
pr-1720	techotaku39	26d533fc5e0fb8c4afd62df76bd8652ce7be2ac8	review	ready	review	review	-	review	review	additions=140,deletions=9,files=10
pr-1718	heavygee	bbc8d25f05b4e082330ec772ae598748da277293	review	merge-dirty	review	review	-	review	review	additions=347,deletions=24,files=11
pr-1715	HongChenGG	8eea473175ea5b94f2d29fd19bffbfaeb93e9dbd	review	ready	review	review	-	review-large	review	additions=1182,deletions=70,files=27
pr-1714	new-TonyWang	a227310e3e7438b5940089748367339d060536b1	review	merge-dirty	review	review	-	review-large	review	additions=745,deletions=25,files=40
pr-1713	techotaku39	f95fe0ad169cfd644c16448785bd3cde7ff46691	review	ready	review	review	-	review	review	additions=633,deletions=10,files=11
pr-1712	techotaku39	c3f917116144e753fa17cf239d900144fbca735c	review	ready	review	review	-	review-huge	review	additions=6254,deletions=9,files=41
pr-1711	techotaku39	9d197485474de77fddd8297e5e00a8a8c84110a5	review	ready	review	review	-	review	review	additions=485,deletions=21,files=14
pr-1708	KevinFun	73630bbd3f3058b3eca9f77df0fe392ca1c4940e	review	merge-dirty	review	review	-	review	review	additions=279,deletions=149,files=9
pr-1706	heavygee	26c1615ae754ddb16b43fdbae4850f90ea7d6d85	review	merge-unstable	review	review	-	review	review	additions=261,deletions=21,files=8
pr-1704	techotaku39	19c888c0d0664d1111937471c5a475954b57941f	review	ready	review	review	-	review	review	additions=256,deletions=20,files=14
pr-1702	techotaku39	d4918bbb60920f6c60fc47a26fd9cf6793f80d6b	review	ready	review	review	-	review-large	review	additions=603,deletions=46,files=23
pr-1695	techotaku39	26699be34cd90d44cbe9a645a8bdb03bdd7fbfd9	review	ready	review	review	-	review	review	additions=450,deletions=8,files=6
pr-1693	techotaku39	00e4e993c72e527e9e64ec4e55799e2efe5563ae	review	merge-dirty	review	review	-	review-huge	review	additions=3874,deletions=64,files=21
pr-1692	techotaku39	9e4c6e1e07f806af52a3c24ed3543251d0670a4a	review	ready	review	review	-	review-huge	review	additions=2762,deletions=55,files=41
pr-1691	junmo-kim	8486600423596f0c7b9c84d8fde18cb571ba6053	review	checks-failed	review	review	-	review-large	review	additions=1710,deletions=54,files=12
pr-1684	techotaku39	b489742200f071811e9c34fcaf5ac68555d641f6	review	merge-unstable	review	review	-	review-huge	review	additions=7969,deletions=620,files=201
pr-1683	renqiancheng	08fa9726e8d0dce5a5a263987fb54cb2ce649d21	review	merge-dirty	review	review	-	review	review	additions=786,deletions=3,files=14
pr-1680	LinespottingPrivate	62a2218d4458559374e52302a2c6f0f2f76e578e	review	merge-dirty	review	review	-	review	review	additions=104,deletions=1,files=3
pr-1679	junmo-kim	4db160525bb65016758f333a6969d29888a5cc47	review	ready	review	review	-	review	review	additions=713,deletions=8,files=11
pr-1678	junmo-kim	c4c28624db1da06f27bee573d83201692ab7c778	review	ready	review	review	-	review	review	additions=43,deletions=2,files=2
pr-1677	junmo-kim	a832355bc2ea1aed9a703d38838282e7f40b29ea	review	ready	review	review	-	review-large	review	additions=2229,deletions=11,files=21
pr-1676	junmo-kim	aacc2580dea8e29397df88026fcfeac19545ae44	review	ready	review	review	-	review-large	review	additions=1110,deletions=263,files=7
pr-1675	rzsgsfm	a816ff9bc70cb0294e8c6fbde5a84bba19ba42c2	review	ready	review	review	-	review	review	additions=24,deletions=4,files=3
pr-1673	junmo-kim	f6c846ac2a002b236c94515902d04a5e881eb251	review	merge-dirty	review	review	-	review	review	additions=533,deletions=70,files=12
pr-1672	junmo-kim	8d6e67d2061e402728cc609ade172ff3d6af2985	review	merge-dirty	review	review	-	review	review	additions=240,deletions=43,files=16
pr-1668	junmo-kim	483b4467f597e5c1be1e30c3ea78356dc927b834	review	ready	review	review	-	review-large	review	additions=1196,deletions=17,files=21
pr-1666	techotaku39	e32370634d51ec93a8caf5d5ca278f0bba98eb73	review	ready	review	review	-	review	review	additions=105,deletions=16,files=4
pr-1665	techotaku39	7dd55a12888166b2197ddd349a620039768250db	review	ready	review	review	-	review	review	additions=208,deletions=63,files=7
pr-1664	yellowdog01	dac80dd1d94060889d786df9b9416216b07b0547	review	ready	review	review	-	review	review	additions=192,deletions=7,files=4
pr-1662	swear01	192a41353545b9ad70ce5150311d363bd6f74ffb	carry	merge-dirty	review	review	-	review-huge	review	additions=1802,deletions=228,files=53
pr-1660	techotaku39	bf182f8ced3ddeb4a474c9a86b2396dd0c472e56	review	ready	review	review	-	review	review	additions=129,deletions=13,files=11
pr-1659	techotaku39	6ac0a32204d47b14fe3815835de909c64f2d61c3	review	ready	review	review	-	review-large	review	additions=1027,deletions=13,files=13
pr-1658	techotaku39	6a86371be75cb5c4cc6989130a59802826d6bcce	review	ready	review	review	-	review	review	additions=69,deletions=1,files=3
pr-1657	techotaku39	410c2acd1a8c12a2b76712072f3034e7d912d84b	review	ready	review	review	-	review	review	additions=196,deletions=20,files=12
