upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-1886	ZJUFangzh	736fcc7831327e882ec8722e9280a2fbbe2b1d3c	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1885	Metaphorme	d5b78a3e33fbb217cdad46366a5eee3217796863	defer	merge-unstable	review	review	-	review-large	review	deferred this round; awaiting official review
pr-1881	miuiadmin	257cee4310b22867aa39e34f1b209bb7f66758e9	defer	checks-failed	review	review	-	review	review	deferred this round; awaiting official review
pr-1880	ncchinh	f70e1582260c7a46938145b365020be59d400c48	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1879	Metaphorme	4ae75848d7fcb31417f6747dffb4d9f367f05df3	defer	checks-failed	review	review	-	review-large	review	deferred this round; awaiting official review
pr-1878	miuiadmin	c3d2198632177b4df577dee6521f740537fbcc07	defer	checks-failed	review	review	-	review	review	deferred this round; awaiting official review
pr-1877	miuiadmin	3351b6d213bfe033a271ae32a2cfa382b922add2	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1876	creeep123	a16cd59c60035241150e43548d6f447190c16b3a	defer	merge-unstable	review	review	-	review	review	deferred this round; awaiting official review
pr-1875	creeep123	1ea30933c68456c3c62ac26eec0af0119248f4a3	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1873	MiroVanDyro	350713a0c0ce80833d9b8a6f2ce688cfedb795e6	defer	ready	review	review	-	review-large	review	deferred this round; awaiting official review
pr-1871	miuiadmin	d2a0e7c1b654aa09a469f7460a40a8ae88b7283c	defer	merge-unstable	review	review	-	review	review	deferred this round; awaiting official review
pr-1869	sharadvc	fe68899a6a78accf76706395713c4c787ec2b2e9	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1867	heavygee	50cfa158ac51ff3ca64b63096b977a01cce8c48a	defer	merge-unstable	review	review	-	review	review	deferred this round; awaiting official review
pr-1852	techotaku39	2ce3e22c5033cbdf837c6bea302b8e8001d7a501	defer	merge-unstable	review	review	-	review-huge	review	deferred this round; awaiting official review
pr-1849	techotaku39	0ced990364d32ec522a86211e6828e8df82426ee	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1844	miuiadmin	bb24e6b6254b1f210703a7e024bd5a6e0f44e31c	defer	merge-unknown	review	review	-	review	review	deferred this round; awaiting official review
pr-1838	luodeb	f33c573efb81495b3c27b09a33678bdb28d0fd4e	defer	merge-unknown	review	review	-	review-huge	review	deferred this round; awaiting official review
pr-1836	swear01	3fe0ec5072c41f0445e13f63f822c278d0095054	defer	merge-unknown	review	review	-	review-large	review	deferred this round; awaiting official review
pr-1831	luodeb	0ab08bfca124dc75e2c6b3671f2feb2cd0759565	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1826	luodeb	2317b3328b5f65ce374349e3fbf4250048d73d9e	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1825	heavygee	1873d55a0ca3050362fd00c558180065ecbb3d42	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1822	swear01	5b78b7313f110bdbb54f47a5a6c0045d461ad0ee	defer	merge-unknown	review	review	-	review	review	deferred this round; awaiting official review
pr-1816	HongChenGG	9f8a4afb86600d91f6b931a2f3837dbff765c021	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1801	techotaku39	dfd8df6d298272d8556b30d06364471551aca48a	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1798	techotaku39	5e6a9057f25a3cf2b66ecd1fe6f43617ae785f61	defer	merge-unstable	review	review	-	review	review	deferred this round; awaiting official review
pr-1797	techotaku39	14df9508dd684702ec5368161e2943b72dab2b1e	carry	ready	clear	clean	14df9508dd684702ec5368161e2943b72dab2b1e	proportional	accepted-change	maintained carry; ready and clean
pr-1793	heavygee	a2f8f3a8298ea4a82c08d721696027c9a6a0e415	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1791	techotaku39	3e0cc2660a1a251852ca5e363457d26883dae0fe	defer	ready	review	review	-	review-large	review	deferred this round; awaiting official review
pr-1788	techotaku39	b76e0dc1d0a90d5ff76e40b390ccdfc988ea4518	defer	ready	review	review	-	review-huge	review	deferred this round; awaiting official review
pr-1787	techotaku39	7771ed305317ee964ae21a8fa468db24a060e239	defer	ready	review	review	-	review-large	review	deferred this round; awaiting official review
pr-1778	techotaku39	d4f2d098aa5e23e24697dfb05a80bd0b023d294d	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1772	techotaku39	b7c5961d5786d576076124f3efd842e3e8c0463e	defer	ready	review	review	-	review-large	review	deferred this round; awaiting official review
pr-1771	swear01	95558c3a3b61486d48217b5fc8caa627cff3de68	carry	ready	clear	clean	95558c3a3b61486d48217b5fc8caa627cff3de68	exception	accepted-change	personal author auto-carry; maintained fork behavior
pr-1762	heavygee	30b531a4f494b1df058f14e75e3d04e2318e471c	defer	draft	review	review	-	review-huge	review	deferred this round; awaiting official review
pr-1758	techotaku39	b9c69bd2194cfc24211b48ef6afac8b477fe23f5	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1753	heavygee	d5fa8963fa91b825a04af6532a9d870dbd466088	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1747	wu736139669	a8e8d6e91b8c6f8a8b3495fb6ba214cdc8594eb6	defer	merge-unknown	review	review	-	review	review	deferred this round; awaiting official review
pr-1738	heavygee	5a695fbd1bd367fe15835f9f9742cc37fe9fc160	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1733	heavygee	ef4636a9fa07932dabaeec76a6e8263d21bfdd78	defer	merge-dirty	review	review	-	review	review	deferred this round; awaiting official review
pr-1729	techotaku39	f04288cacaae35ee2c50b381bc4db5604eb03f80	carry	ready	clear	clean	f04288cacaae35ee2c50b381bc4db5604eb03f80	proportional	accepted-change	maintained carry; ready and clean
pr-1728	techotaku39	7a93bb406734417589da0be5d344161cdd0723b9	carry	ready	clear	clean	7a93bb406734417589da0be5d344161cdd0723b9	proportional	accepted-change	maintained carry; ready and clean
pr-1727	techotaku39	51084ca52b89d0627c7606200ad39ae5121d447a	defer	ready	review	review	-	review-large	review	deferred this round; awaiting official review
pr-1726	techotaku39	32d49896062b1a463815fee1614feb503b8d9cee	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1725	heavygee	fa9a3dbaa757574260607dde3e09cfd78c833f83	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1722	techotaku39	694c7e0cefaad5baeeed3d01ba08b072ab186f2a	defer	ready	review	review	-	review	review	deferred this round; awaiting official review
pr-1721	Zwanan-github	02840df43b4f07bbb8ce60ea55264199287dd295	carry	ready	clear	clean	02840df43b4f07bbb8ce60ea55264199287dd295	proportional	accepted-change	maintained carry; ready and clean
pr-1720	techotaku39	26d533fc5e0fb8c4afd62df76bd8652ce7be2ac8	carry	ready	clear	clean	26d533fc5e0fb8c4afd62df76bd8652ce7be2ac8	proportional	accepted-change	maintained carry; ready and clean
pr-1718	heavygee	bbc8d25f05b4e082330ec772ae598748da277293	defer	merge-dirty	review	review	-	review	review	deferred this round; awaiting official review
pr-1715	HongChenGG	8eea473175ea5b94f2d29fd19bffbfaeb93e9dbd	defer	ready	review	review	-	review-large	review	deferred this round; awaiting official review
