upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-1530	techotaku39	b5b72457b3184524588008b3492013682db0f5cd	carry	ready	clear	clean	b5b72457b3184524588008b3492013682db0f5cd	proportional	preserve	checks green; current-head HAPI Bot reports no findings; proportional scope; no negative maintainer signal
pr-1529	heavygee	7bfdac6394222e4603d1d03b408f3d93ce2f520a	carry	ready	clear	clean	7bfdac6394222e4603d1d03b408f3d93ce2f520a	proportional	preserve	checks green; current-head HAPI Bot reports no findings; proportional scope; no negative maintainer signal
pr-1528	7bata	3517c527077d71033ec3782185ca4cf6d280d0f4	defer	merge-unstable	review	review	-	review-large	review	defer: merge-unstable
pr-1527	7bata	597c28d6bcb5dd2fc8938197d60e5dea9d327821	defer	merge-unstable	review	review	-	review-large	review	defer: merge-unstable
pr-1525	7bata	85e5ec888140097893bdf30dfe1b101145d2c54e	defer	merge-unstable	review	review	-	review	review	defer: merge-unstable
pr-1523	techotaku39	8ebecc1a459ca0aa886a51619591312b946d2d97	defer	merge-unstable	review	review	-	review-large	review	defer: merge-unstable
pr-1517	TimChesko	d6d537ec61fd75574206df5c46effa6fff7f5717	defer	ready	review	review	-	review-large	review	defer: scope requires maintainer acceptance and complete behavior mapping
pr-1512	techotaku39	2268c6653034ce55fc6aee5909ba3ad1a109558c	defer	ready	review	review	-	review-large	review	defer: scope requires maintainer acceptance and complete behavior mapping
pr-1511	heavygee	e905d633b9c583b14d4a06bae25d5baea37df701	defer	ready	review	review	-	review-large	review	defer: scope requires maintainer acceptance and complete behavior mapping
pr-1495	techotaku39	a0de77881531f3df564a42860ddcc992813ff109	carry	ready	clear	clean	a0de77881531f3df564a42860ddcc992813ff109	proportional	preserve	checks green; current-head HAPI Bot reports no findings; proportional scope; no negative maintainer signal
pr-1490	techotaku39	df02f89bc3815e5c4fe96156acb82e21757b7b34	carry	ready	clear	clean	df02f89bc3815e5c4fe96156acb82e21757b7b34	proportional	preserve	checks green; current-head HAPI Bot reports no findings; proportional scope; no negative maintainer signal
pr-1475	swear01	4591052676fce788a213a44dcc21f0bb256cbfba	carry	merge-dirty	review	findings	4591052676fce788a213a44dcc21f0bb256cbfba	proportional	accepted-change	owner-authored auto-carry; PERSONAL_PR_POLICY_EXCEPTION=merge-dirty,bot-findings
pr-1473	heavygee	e819571bd7410575be32c10e0c389fd9e7112d8c	defer	ready	review	review	-	review-huge	review	defer: scope requires maintainer acceptance and complete behavior mapping
pr-1471	Kryptonzy	bf96cf679f2d568702a509a4ba6ec76f00fd33c0	carry	ready	clear	clean	bf96cf679f2d568702a509a4ba6ec76f00fd33c0	proportional	preserve	checks green; current-head HAPI Bot reports no findings; proportional scope; no negative maintainer signal
pr-1469	swear01	c912274f4946d8b6c515aafd750068444c7827e8	carry	ready	review	clean	c912274f4946d8b6c515aafd750068444c7827e8	proportional	accepted-change	owner-authored auto-carry
pr-1468	swear01	fd2e0775c42463bb122f40b0c7b2c4872a729308	drop	merge-unstable	clear	findings	fd2e0775c42463bb122f40b0c7b2c4872a729308	mismatch	unjustified-change	operator drop: unchanged buggy usage-cost display rejected in v0.27.2.4
pr-1451	swear01	f489209f15333faf17666cbadfdd6a219a7d6d74	carry	merge-dirty	review	findings	f489209f15333faf17666cbadfdd6a219a7d6d74	proportional	accepted-change	owner-authored auto-carry; PERSONAL_PR_POLICY_EXCEPTION=merge-dirty,bot-findings
