upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-1824	heavygee	b932ff960ecec0366b6d3a7b922f104bfe812230	defer	merge-unstable	clear	missing	-	proportional	preserve	opened after approved selection; CI still pending; test-only timeout, carry next if still small
pr-1822	swear01	4fc73899fed63a56a0a465b2261a62d26abcb18e	defer	ready	clear	findings	f4915ce7875cd902e0504c66f0cea4d537e2a94f	mismatch	unjustified-change	opened after approved selection; Cursor ACP spawn/effort rewrite deferred this round
pr-1821	heavygee	e132cfb3eddafeb169d182658705b951d46b115b	defer	ready	clear	clean	e132cfb3eddafeb169d182658705b951d46b115b	mismatch	unjustified-change	opened after approved selection; idle-lifecycle is a new behavior, defer until official or next rebuild
pr-1819	swear01	7f77be104e856279398a72963bdacfcc39397bfe	defer	ready	clear	clean	7f77be104e856279398a72963bdacfcc39397bfe	proportional	preserve	kept deferred from approved set; latest-head HAPI Bot now clean after Auto-switch fix
pr-1816	HongChenGG	8e9c565f6b58ccb9ff67f221fb1d0a73a67c6f12	defer	ready	clear	findings	8e9c565f6b58ccb9ff67f221fb1d0a73a67c6f12	proportional	preserve	latest-head HAPI Bot findings
pr-1809	techotaku39	8f28b20634daac32960d81e3275e97faba65c8c2	defer	merge-unstable	clear	clean	8f28b20634daac32960d81e3275e97faba65c8c2	mismatch	preserve	defer large/sweeping change until official acceptance; latest-head HAPI Bot no findings
pr-1801	techotaku39	1a3cb18b84850c11648db504503db375a56e39ec	defer	ready	clear	clean	1a3cb18b84850c11648db504503db375a56e39ec	proportional	unjustified-change	defer new behavior/feature even if small; wait for official or proven non-behavior polish
pr-1798	techotaku39	e26502e1cc02b6ccc9e349e00b261e6807cc9ea4	defer	ready	clear	clean	e26502e1cc02b6ccc9e349e00b261e6807cc9ea4	proportional	unjustified-change	defer new behavior/feature even if small; wait for official or proven non-behavior polish
pr-1797	techotaku39	14df9508dd684702ec5368161e2943b72dab2b1e	carry	ready	clear	clean	14df9508dd684702ec5368161e2943b72dab2b1e	proportional	accepted-change	new small polish/bugfix; ready, latest-head HAPI Bot clean, no large behavior change
pr-1793	heavygee	a2f8f3a8298ea4a82c08d721696027c9a6a0e415	defer	ready	clear	findings	a2f8f3a8298ea4a82c08d721696027c9a6a0e415	proportional	unjustified-change	latest-head HAPI Bot findings
pr-1791	techotaku39	d45a4fb9d059e3cd3490ecc21a2ca97537501f53	defer	ready	clear	clean	d45a4fb9d059e3cd3490ecc21a2ca97537501f53	mismatch	unjustified-change	defer large/sweeping change until official acceptance; latest-head HAPI Bot no findings
pr-1788	techotaku39	6f225d9bde5f9e37464a84309c307c2e2494abcc	defer	merge-dirty	clear	clean	6f225d9bde5f9e37464a84309c307c2e2494abcc	mismatch	unjustified-change	defer large/sweeping change until official acceptance; latest-head HAPI Bot no findings
