upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-1512	techotaku39	2268c6653034ce55fc6aee5909ba3ad1a109558c	review	ready	review	review	-	review-large	review	additions=1263,deletions=61,files=35
pr-1511	heavygee	e905d633b9c583b14d4a06bae25d5baea37df701	review	ready	review	review	-	review-large	review	additions=2174,deletions=36,files=28
pr-1510	heavygee	002e068e1ddfc697c5ae34fd50df5baac31c5976	review	ready	review	review	-	review-large	review	additions=1448,deletions=13,files=18
pr-1503	heavygee	81af5350e0fff54421b8d48ad56fc3237963fee6	review	ready	review	review	-	review	review	additions=128,deletions=39,files=5
pr-1501	swear01	da7b37c66aecae4da2b5c03108baa844c73f06dd	carry	ready	review	review	-	review	review	additions=18,deletions=1,files=2
pr-1495	techotaku39	a0de77881531f3df564a42860ddcc992813ff109	review	ready	review	review	-	review	review	additions=50,deletions=1,files=2
pr-1490	techotaku39	df02f89bc3815e5c4fe96156acb82e21757b7b34	review	ready	review	review	-	review	review	additions=61,deletions=2,files=2
pr-1477	heavygee	64fb4b227bf7e4b60f099d8ace4ecbe655679cdb	review	ready	review	review	-	review-large	review	additions=719,deletions=106,files=23
pr-1475	swear01	4591052676fce788a213a44dcc21f0bb256cbfba	carry	merge-dirty	review	review	-	review	review	additions=723,deletions=444,files=14
pr-1473	heavygee	0ea80c99641f1817efa9d88ca5906e177384f359	review	ready	review	review	-	review-huge	review	additions=7323,deletions=246,files=107
pr-1471	Kryptonzy	bf96cf679f2d568702a509a4ba6ec76f00fd33c0	review	ready	review	review	-	review	review	additions=38,deletions=7,files=2
pr-1469	swear01	c912274f4946d8b6c515aafd750068444c7827e8	carry	ready	review	review	-	review	review	additions=493,deletions=245,files=19
pr-1468	swear01	fd2e0775c42463bb122f40b0c7b2c4872a729308	carry	merge-unstable	review	review	-	review-large	review	additions=1079,deletions=38,files=17
pr-1462	techotaku39	882e74071fe4cfbe46a5c920ea71c6112ff7a1a9	review	merge-dirty	review	review	-	review	review	additions=319,deletions=23,files=7
pr-1451	swear01	f489209f15333faf17666cbadfdd6a219a7d6d74	carry	merge-dirty	review	review	-	review	review	additions=173,deletions=30,files=11
pr-1447	wu736139669	1f42793d05aa3f12471019175e75b3a358c235b6	review	merge-dirty	review	review	-	review	review	additions=146,deletions=8,files=8
pr-1443	wu736139669	7155e7ff2fe7937aae5df1cb85b97f56562d6812	review	merge-dirty	review	review	-	review-huge	review	additions=2320,deletions=138,files=47
pr-1436	swear01	d2f3f698fcc1c68c5293d6c2fef38b08f531e9f4	carry	ready	review	review	-	review	review	additions=875,deletions=72,files=7
pr-1429	wu736139669	b48a8a7630daece19f8e49058e7f52db08434eb1	review	ready	review	review	-	review-huge	review	additions=4525,deletions=113,files=35
pr-1424	heavygee	eee95c52759d69aea944718abf80074b4fbb6c1b	review	ready	review	review	-	review-huge	review	additions=6259,deletions=186,files=86
pr-1422	techotaku39	5ae02d6caed360298761decc20e1f23db6d880da	review	ready	review	review	-	review	review	additions=217,deletions=18,files=8
pr-1421	swear01	ed7c7cf5e39907e18aaf34fb86b01f0fd72ddf03	carry	ready	review	review	-	review	review	additions=137,deletions=12,files=4
pr-1419	swear01	adb0ad029640aeae8dd821d62af7ee790ec95b12	carry	merge-dirty	review	review	-	review	review	additions=419,deletions=39,files=7
pr-1418	swear01	b556e137cf3971b432902b0b88b028715b7337e0	carry	ready	review	review	-	review	review	additions=172,deletions=3,files=8
pr-1414	techotaku39	242beb9e6bd400804aa0057e862e50f94d34bcc2	review	ready	review	review	-	review-huge	review	additions=7320,deletions=423,files=113
pr-1361	Himehane	9ab90d3e4be976a839bfcfe296dfb65487ddeb20	review	merge-unstable	review	review	-	review	review	additions=309,deletions=17,files=2
pr-1360	wu736139669	eb2db235e2c61e271405099d439afe2df1a7c401	review	ready	review	review	-	review-huge	review	additions=2350,deletions=55,files=42
pr-1351	yin1245	feb70174798df546512ebd9096768c94ddead945	review	merge-dirty	review	review	-	review-large	review	additions=913,deletions=28,files=22
pr-1309	techotaku39	01a98c4efd4ddcfb0b8278c936ddd346f7e30936	review	draft	review	review	-	review	review	additions=957,deletions=195,files=13
pr-1257	hqhq1025	6957978424f74209dca9295699137179282e80ad	review	ready	review	review	-	review	review	additions=287,deletions=9,files=2
pr-1242	hqhq1025	2c7a46f98f49a23e638f5188a6960ddc937cade3	review	merge-dirty	review	review	-	review	review	additions=326,deletions=64,files=11
pr-1212	hqhq1025	93d8678da8535c3a812e166f43961c1c4ff50f92	review	merge-dirty	review	review	-	review-large	review	additions=1224,deletions=7,files=21
pr-1193	mrrnb	999f1d1170d382cc4fd5e5fdf6e0a6ab4a0bf65f	review	draft	review	review	-	review	review	additions=60,deletions=5,files=2
pr-1189	tiann	5f949783ad2123d865d758a921681245683f899d	review	merge-dirty	review	review	-	review	review	additions=113,deletions=11,files=4
pr-1188	tiann	1f23f857e4173a25f969879ef139487ec1c9955e	review	merge-dirty	review	review	-	review	review	additions=60,deletions=0,files=2
pr-1163	heavygee	71849b493376ae9346b173c4995704d12f4f39b0	review	draft	review	review	-	review-huge	review	additions=2488,deletions=74,files=55
pr-1158	techotaku39	9ea45c1497bb1a15b796ee23fd4059dcb3e7b2c2	review	merge-dirty	review	review	-	review	review	additions=173,deletions=9,files=4
pr-1157	techotaku39	b62788b053616a9b2f02b118116a917bec253be9	review	draft	review	review	-	review	review	additions=233,deletions=10,files=9
pr-1126	GoldenZqqq	31ce48080df1a62150e9fe7e0a86fde511ef3cc2	review	merge-dirty	review	review	-	review	review	additions=389,deletions=25,files=7
pr-1099	NPUlrk	91116cd9089107625d95ae2bc99fa615ef87d6a6	review	merge-dirty	review	review	-	review	review	additions=152,deletions=16,files=3
pr-1093	techotaku39	68a0525f376f2ead44c99985cb40e6ba3f246f07	review	ready	review	review	-	review	review	additions=903,deletions=29,files=13
